,year,place_name,web_url,category,primary_use,address,city,ownership,location,image_url,ratings,description,province,country
831,2016,Labyrinth Gallery,http://labyrinthgallery.org/,gallery,Museum/Gallery,"112 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,Privately Owned,"{""coordinates"": [-123.1017894, 49.2810651], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/11.jpg?alt=media&token=97342afb-bc0a-4809-8520-87ee55083e7c,3,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
832,2016,Lattimer Gallery,www.lattimergallery.com?,museum,Museum/Gallery,"1590 W 2nd Av, Vancouver, BC, V6J 1H2",Fairview,Privately Owned,"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,1,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
833,2016,Make Gallery,http://makeisawesome.com/,artist studio,Museum/Gallery,"257 E 7th Av, Vancouver, BC, V5T 0B4",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.0992862, 49.2646046], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
834,2016,Marion Scott Gallery,www.marionscottgallery.com,performance space,Museum/Gallery,"2423 Granville St, Vancouver, BC, V6H 3G5",Fairview,Privately Owned,"{""coordinates"": [-123.1386272, 49.264079], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/2.jpg?alt=media&token=20660e42-c9d0-4193-b830-2af707367ed4,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
835,2016,Mergatroid Building,http://www.mergatroid.ca/,gallery,Artist Studio,"975 Vernon Drive, Vancouver, BC, V6A 3P2",Strathcona,Privately Owned,"{""coordinates"": [-123.07867, 49.276097], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/1.jpg?alt=media&token=f4afc4cd-62f2-4c11-8a98-b947ab47113b,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
836,2016,Moberly Arts and Culture Centre,www.mysunset.net,gallery,Community Centre/Hall,"7646 Prince Albert St, Vancouver, BC, V5X 3Z4",Sunset,Vancouver Park Board/COV,"{""coordinates"": [-123.087343, 49.215192], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
837,2016,New Leaf Editions,www.newleafeditions.com?,gallery,Workshop,"1370 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Privately Owned,"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/1.jpg?alt=media&token=f4afc4cd-62f2-4c11-8a98-b947ab47113b,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
838,2016,On Main Gallery,www.onmaingallery.com?,studio,Museum/Gallery,"200 E 20th Av, Vancouver, BC, V5V 1M1",Riley Park,Privately Owned,"{""coordinates"": [-123.10056, 49.252773], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/11.jpg?alt=media&token=97342afb-bc0a-4809-8520-87ee55083e7c,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
839,2016,Our Town Cafe,,performance space,Cafe/Restaurant,"245 E Broadway, Vancouver, BC, V5T 1W4",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1001783, 49.2631703], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/11.jpg?alt=media&token=97342afb-bc0a-4809-8520-87ee55083e7c,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
840,2016,PAL Studio Theatre,http://www.palstudiotheatre.com/,studio,Theatre,"581 Cardero St, Vancouver, BC, V6G 3L2",Downtown,Non-Profit,"{""coordinates"": [-123.1295134, 49.2913154], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/2.jpg?alt=media&token=20660e42-c9d0-4193-b830-2af707367ed4,1,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
841,2016,Peretz Centre for Secular Jewish Culture,http://www.peretz-centre.org/index.html,rehearsal,Community Centre/Hall,"6184 Ash St, Vancouver, BC, V5Z 3G9",Oakridge,Non-Profit,"{""coordinates"": [-123.117654, 49.229111], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,3,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
842,2016,PNE Forum,www.pne.ca,rehearsal,Arena/Stadium,"2901 E Hastings St, Vancouver, BC, V5K 5J1",Hastings-Sunrise,City of Vancouver,"{""coordinates"": [-123.042992, 49.282263], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
843,2016,Prophouse Cafe,www.PropHouseCafe.com,performance space,Cafe/Restaurant,"1636 Venables St, Vancouver, BC, V5L 2H2",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.0704947, 49.2766423], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,3,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
844,2016,Queen Elizabeth Theatre Plaza,,studio,Plaza/Park/Band Shell,"650 Hamilton St, Vancouver, BC, V6B 5N6",Downtown,City of Vancouver,"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/1.jpg?alt=media&token=f4afc4cd-62f2-4c11-8a98-b947ab47113b,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
845,2016,Red Gate Arts,,rehearsal,Artist Studio,"855 E Hastings St, Vancouver, BC, V6A 1R8",Strathcona,Privately Owned,"{""coordinates"": [-123.0859896, 49.2811222], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/1.jpg?alt=media&token=f4afc4cd-62f2-4c11-8a98-b947ab47113b,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
846,2016,Roundhouse Community Centre,www.roundhouse.ca?,studio,Community Centre/Hall,"181 Roundhouse Mews, Vancouver, BC, V6Z 2W3",Downtown,City of Vancouver,"{""coordinates"": [-123.121747, 49.273308], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/2.jpg?alt=media&token=20660e42-c9d0-4193-b830-2af707367ed4,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
847,2016,Ryerson United Church,www.ryersonunited.ca,studio,Place of Worship,"2195 W 45th Av, Vancouver, BC, V6M  2J2",Kerrisdale,Other,"{""coordinates"": [-123.1585257, 49.2309378], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/11.jpg?alt=media&token=97342afb-bc0a-4809-8520-87ee55083e7c,1,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
848,2016,Scotiabank Dance Centre - Earl Kraul & Grant Strate Studio,www.thedancecentre.ca?,performance space,Rehearsal Studio,"677 Davie St, Vancouver, BC, V6B 2G6",Downtown,Non-Profit,"{""coordinates"": [-123.125738, 49.277084], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/2.jpg?alt=media&token=20660e42-c9d0-4193-b830-2af707367ed4,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
849,2016,Scotiabank Dance Centre - Judith R Marcuse Studio,,studio,Rehearsal Studio,"677 Davie St, Vancouver, BC, V6B 2G6",Downtown,Non-Profit,"{""coordinates"": [-123.125727, 49.277074], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/1.jpg?alt=media&token=f4afc4cd-62f2-4c11-8a98-b947ab47113b,5,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
850,2016,Soundhouse Studios,http://www.soundhousestudios.com/,performance space,Film/Recording Studio,"33 W 8th Av, Vancouver, BC, V5Y 1M8",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1057281, 49.2640305], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
851,2016,Spirit Wrestler Gallery,www.spiritwrestler.com,artist studio,Museum/Gallery,"47 Water St, Vancouver, BC, V6B 1A1",Downtown,Privately Owned,"{""coordinates"": [-123.105348, 49.2837331], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,3,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
852,2016,Strathcona Park Field House,http://vancouver.ca/parks-recreation-culture/strathcona-park-fieldhouse.aspx,rehearsal,Artist Studio,"857 Malkin Av, Vancouver, BC, V6A 2K5",Strathcona,Vancouver Park Board/COV,"{""coordinates"": [-123.083385, 49.2739359], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,1,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
853,2016,Teck Gallery,https://www.sfu.ca/galleries/teck-gallery.html,gallery,Museum/Gallery,"515 W Hastings St, Vancouver, BC, V6B 0B2",Downtown,Privately Owned,"{""coordinates"": [-123.1119735, 49.2841655], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/11.jpg?alt=media&token=97342afb-bc0a-4809-8520-87ee55083e7c,2,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
854,2016,The Anderson Street Space,www.bocadellupo.com/?,museum,Rehearsal Studio,"1405 Anderson St, Vancouver, BC, V6H 3R5",Fairview,Privately Owned,"{""coordinates"": [-123.134975, 49.271656], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,2,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
855,2016,The ARC,,performance space,Artist Studio,"1701 Powell St, Vancouver, BC, V5L 5C9",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.069973, 49.284217], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,2,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
856,2016,The Emerald,http://emeraldsupperclub.com/,artist studio,Bar/Lounge/Cabaret,"555 Gore Av, Vancouver, BC, V6A 2Z6",Strathcona,Privately Owned,"{""coordinates"": [-123.0975156, 49.2796914], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/2.jpg?alt=media&token=20660e42-c9d0-4193-b830-2af707367ed4,1,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
857,2016,The Ironworks Studio,www.theironworks.ca,performance space,Performance Space,"235 Alexander St, Vancouver, BC, V6A 1C2",Strathcona,Privately Owned,"{""coordinates"": [-123.099046, 49.284153], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/3.jpg?alt=media&token=bd6228bb-e568-42b3-a506-3a551b5e8255,2,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
858,2016,The Landing Dance Centre,www.thelandingdance.com,performance space,Educational Institution,"270 SW Marine Dr, Vancouver, BC, V5X 2R5",Marpole,Privately Owned,"{""coordinates"": [-123.1125632, 49.2113805], ""type"": ""Point""}",https://firebasestorage.googleapis.com/v0/b/explorer-8b11d.appspot.com/o/10.jpg?alt=media&token=41d2a644-57b0-4be2-9652-6fbbd3c6059d,4,"orem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate eget, arcu. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula.",british columbia,Canada
